Agent,Location Name,Address,City,St,Zip,County,Loc Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
30201,OK FOOD MART #2,701 W PLEASANT RUN RD,LANCASTER,TX,751460000,DALLAS,9722271909,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,6AM-1AM,8AM-12AM
30802,FIESTA MART #213,1450 W PLEASANT RUN RD,LANCASTER,TX,751460000,DALLAS,9722188028,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,12PM-7PM
32482,Gateway Shell #5,521 N 3rd St,Mabank,TX,751478328,KAUFMAN,9545914946,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
26733,A TO Z DISCOUNT STOP,4753 STATE HWY 198,MALAKOFF,TX,751480000,HENDERSON,19034894226,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,6AM-11PM
28928,TIGER MART 84,5180 HIGHWAY 198,LOG CABIN,TX,751480000,HENDERSON,9034891268,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
4304,KP FOOD MART,1816 N GALLOWAY,MESQUITE,TX,751490000,DALLAS,19722890849,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
15209,KROGER #209 A,525 N GALLOWAY,MESQUITE,TX,751490000,DALLAS,9722885477,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
16209,KROGER #209 B,525 N GALLOWAY,MESQUITE,TX,751490000,DALLAS,9722885477,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-6PM
18295,JORDAN CIGARETTE STORE,1012 PIONEER,MESQUITE,TX,751490000,DALLAS,9722881161,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-7PM,8AM-6PM,CLOSED
19055,ONE STOP FOODSTORE,1940 MILITARY PKWY,MESQUITE,TX,751490000,DALLAS,9722858370,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
20270,BRUTON MOBIL STORE,1028 W CARTWRIGHT,MESQUITE,TX,751490000,DALLAS,9722880598,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
20613,FAMILY STOP FOOD STORE,1701 W. BRUTON ROAD,MESQUITE,TX,751490000,DALLAS,19722858799,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
25509,DAIRY MART #5,211 W GRUBB DR,MESQUITE,TX,751490000,DALLAS,9722856062,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM
27931,QUICK TRACK #8,501 N GALLOWAY AVE,MESQUITE,TX,751493405,DALLAS,9722896235,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-11PM,7AM-11PM,7AM-10PM
29150,MR JOE BEER AND WINE,601 PIONEER RD SUITE F,MESQUITE,TX,751490000,DALLAS,9722889416,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
29395,GRAB N GO,1430 N GALLOWAY AVE,MESQUITE,TX,751490000,DALLAS,9722886670,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31647,CHEVRON,3828 Us Highway 80 E,MESQUITE,TX,751491105,DALLAS,9722885544,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM,12AM-12PM
31755,SWIFT STORE,801 W KEARNEY ST STE 100,MESQUITE,TX,751490000,DALLAS,9729259463,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
32133,SWIF-T #23,2033 Military Pkwy Ste 10,Mesquite,TX,751493600,DALLAS,9722853715,6AM-6PM,6AM-6PM,6AM-6PM,6AM-6PM,6AM-6PM,6AM-6PM,6AM-6PM
14729,B-Z SHOP FOOD MART,3020 BIGTOWN BLVD,MESQUITE,TX,751500000,DALLAS,2143285811,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
15450,KROGER #450 A,3600 GUS THOMASSON,MESQUITE,TX,751500000,DALLAS,9722703589,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-6PM
15750,KROGER #450 B,3600 GUS THOMASSON,MESQUITE,TX,751500000,DALLAS,9722703589,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
21887,ONE STAR FOOD MART #8 B,4050 GUS THOMASSON RD.,MESQUITE,TX,751500000,DALLAS,19722790680,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM
27469,80 FOOD MART #2,2220 N TOWN EAST BLVD,MESQUITE,TX,751500000,DALLAS,9726861988,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
31058,EL RIO GRANDE LATIN #9,2106 NORTH GALLOWAY,MESQUITE,TX,751500000,DALLAS,2148843131,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
31438,KWIK FUEL & FOOD,3021 BIG TOWN BLVD,MESQUITE,TX,751500000,DALLAS,12143279927,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31759,HMS MART,3733 N TOWN EAST BLVD,MESQUITE,TX,751500000,DALLAS,9726826801,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31893,Mini Mart,937 Barnes Bridge Rd,Mesquite,TX,751503046,DALLAS,2144486565,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
13975,STAR MART #1,108 NORTON ST.,RED OAK,TX,751540000,ELLIS,9726178391,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
26990,MY STOP,101 W OVILLA RD,GLENN HEIGHTS,TX,751540000,ELLIS,9722300371,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,6AM-12AM
27499,TIGER MART #12,100 NORTON ST,RED OAK,TX,751540000,ELLIS,9726179000,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
27754,RED OAK MART,235 STATE HWY 342,RED OAK,TX,751540000,ELLIS,9725762104,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
29699,TIGER MART #16,100 HARRIS AVE,RED OAK,TX,751540000,ELLIS,9726172100,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31096,TIGER MART #65,1640 S COCKRELL HILL RD,RED OAK,TX,751548783,ELLIS,9722740666,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-12AM,6AM-12AM,6AM-11PM
32702,Bear Creek Shell,1701 S Beckley Rd,Glenn Heights,TX,751548656,ELLIS,9722235400,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
32759,Red Oak 76,300 S Interstate 35 Rd,Red Oak,TX,751546212,ELLIS,2149846562,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-1AM,7AM-12AM
18328,CHECK CASHING EXPRESS B,932 W MAIN ST,GUN BARREL CITY,TX,751560000,HENDERSON,9038874303,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-6PM,9AM-4PM,CLOSED
32054,On Point,2222 W Main St,Gun Barrel City,TX,751564408,HENDERSON,9033408511,6AM-12PM,6AM-12PM,6AM-12PM,6AM-12PM,6AM-12PM,6AM-12PM,6AM-12PM
29466,MALLOY SHELL,600 E MALLOY BRIDGE RD,SEAGOVILLE,TX,751590000,DALLAS,9722879300,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31417,SEAGOVILLE MINI MART,101 W SIMONDS RD,SEAGOVILLE,TX,751590000,DALLAS,9722874294,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM,5AM-11PM
14320,SHOP N GO,807 E. MOORE AVE,TERRELL,TX,751600000,KAUFMAN,9725240426,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM,7AM-8PM
25595,MAIN STREET MOBILE MART,320 W MOORE ST,TERRELL,TX,751600000,KAUFMAN,19725243114,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,7AM-10PM,7AM-10PM
26593,CLIFF'S C.C. STORE #29,215 E MOORE SUITE B,TERRELL,TX,751600000,KAUFMAN,9725511377,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,8AM-8PM,9AM-6PM,CLOSED
26630,CHECK CASHING EXPRESS #6,701 W MOORE AVE,TERRELL,TX,751600000,KAUFMAN,9725636060,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-7PM,9AM-5PM,CLOSED
31170,VALERO CORNER STORE,1200 W MOORE AVE,TERRELL,TX,751600000,KAUFMAN,9725638462,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,7AM-12AM
31846,COWBOY QUICK STOP,220 E MOORE AVE,TERRELL,TX,751600000,KAUFMAN,19725241870,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
32525,Unkle Skotty`s Exxon,401 W Moore Ave,Terrell,TX,751603119,KAUFMAN,9725510300,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
32249,Elmo Valero,7340 E Us Highway 80,Terrell,TX,751616502,KAUFMAN,9725633919,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,6AM-10PM,6AM-10PM
19382,FINA FOOD MART,400 N. HWY 77,WAXAHACHIE,TX,751650000,ELLIS,9729376887,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
23591,MAIN STOP FOOD STORE,1713 W HWY 287 BUS,WAXAHACHIE,TX,751654710,ELLIS,9729230777,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
27586,CLIFF'S C.C. STORE #31,600 N HIGHWAY 77,WAXAHACHIE,TX,751650000,ELLIS,9729373364,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,1PM-5PM
27636,CLIFF'S C.C. STORE #31,600 N HIGHWAY 77,WAXAHACHIE,TX,751650000,ELLIS,9729373364,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,8AM-6PM,1PM-5PM
32370,Tiger Mart 73,3300 S I-35 E,WAXAHACHIE,TX,751655502,ELLIS,4695690485,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
32426,Sam`s Food Mart,1211 N Highway 77,Waxahachie,TX,751655115,ELLIS,9729230113,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
32496,Tiger Mart 5,2980 N Highway 77,Waxahachie,TX,751656119,ELLIS,9729372121,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,6AM-12AM
32546,FOODLAND MARKETS #54,610 FERRIS AVE,WAXAHACHIE,TX,751653030,ELLIS,9729371480,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM
8363,TIGER STOP,515 W SOUTH COMMERCE,WILLS POINT,TX,751690000,VAN ZANDT,19038734315,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
11197,24 MARKET A,598 N 4TH ST,WILLS POINT,TX,751690000,VAN ZANDT,9038733912,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
23987,24 MARKET B,598 N 4TH ST,WILLS POINT,TX,751690000,VAN ZANDT,9038733912,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
28065,WILMER TEXACO,104 S US HIGHWAY 75,WILMER,TX,751720000,DALLAS,19724413000,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,5AM-12AM,6AM-11AM
14503,CLIFF'S C.C. STORE #9,11401 ELAM RD. STE. 109,BALCH SPRINGS,TX,751800000,DALLAS,9725572274,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,8AM-8PM,9AM-6PM,CLOSED
15492,KROGER #492,11925 ELAM RD,BALCH SPRINGS,TX,751800000,DALLAS,9725571272,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,9AM-6PM
18042,SAM JORDAN FOOD STORE,11403 LAKE JUNE RD,BALCH SPRINGS,TX,751800000,DALLAS,19722850055,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,10AM-3PM
19686,EZ MARKET OF TEXAS,13010 SPRING OAK DR.,BALCH SPRINGS,TX,751800000,DALLAS,9725578089,6AM-8PM,6AM-8PM,6AM-8PM,6AM-8PM,6AM-8PM,6AM-8PM,6AM-8PM
26629,KANNALA COUNTRY CORNER,11302 LAKE JUNE RD,BALCH SPRINGS,TX,751800000,DALLAS,9725579336,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM
28747,COUNTRY BOY BEER & WINE,10956 ELAM RD,BALCH SPRINGS,TX,751802604,DALLAS,9722865886,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM
31921,Pioneer Food Mart,4210 Pioneer Rd,Balch Springs,TX,751803537,DALLAS,9725575504,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
32202,Tote A Bag,12331 Lake June Rd,Balch Springs,TX,751801635,DALLAS,9722896218,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
32369,Bonita Beverage Corner,2603 Hickory Tree Rd,Balch Springs,TX,751800000,DALLAS,4698026227,9AM-11PM,9AM-11PM,9AM-11PM,9AM-11PM,9AM-12AM,9AM-12AM,11AM-11PM
15893,KROGER #893,1919 FAITHON P. LUCAS SR.,MESQUITE,TX,751810000,DALLAS,4697260224,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
28433,CHARLES STATION,208 S ELM ST,ROYSE CITY,TX,751894312,ROCKWALL,9726359013,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM
29102,CORK N BOTTLE,520 I 30 E,ROYSE CITY,TX,751893108,ROCKWALL,9726352248,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
32359,Quick Track #9,926 E Interstate 30,Fate,TX,751894572,ROCKWALL,8175459191,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
14556,KIEST MARKET,3807 E KIEST BLVD,DALLAS,TX,752030000,DALLAS,2149423711,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,6AM-9PM,7AM-8PM
26674,Q T FOOD MART,1227 MORRELL AVE,DALLAS,TX,752030000,DALLAS,2149430001,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-1AM,7AM-12AM
30575,AZ FOOD MART,300 S MARSALIS AVE,DALLAS,TX,752032742,DALLAS,12149410644,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31652,FRIENDLY FOOD MART DELI,2200 CEDAR CREST BLVD,DALLAS,TX,752030000,DALLAS,6824722895,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM,6AM-10PM
15529,KROGER #529,4241 CAPITOL AVE,DALLAS,TX,752040000,DALLAS,9723383100,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
22153,SHOP N GO #11,2508 N FITZHUGH AVE,DALLAS,TX,752040000,DALLAS,2145217600,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM
27416,ANDY'S FOOD MART,2403 N. FITZHUGH AVE,DALLAS,TX,752040000,DALLAS,12148234149,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
29807,LA RANCHERA,4823 BRYAN ST,DALLAS,TX,752040000,DALLAS,2148213414,7AM-10PM,7AM-10PM,7AM-10PM,7AM-10PM,7AM-11PM,7AM-11PM,7AM-10PM
14755,FIESTA MART #40A,5334 ROSS AVE,DALLAS,TX,752060000,DALLAS,12148873000,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
14827,FIESTA MART #40B,5334 ROSS AVE,DALLAS,TX,752060000,DALLAS,12148873000,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
15518,KROGER #518,5665 E. MOCKINGBIRD,DALLAS,TX,752060000,DALLAS,2148262901,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
28622,SHOP N GO,4900 BRYAN ST,DALLAS,TX,752060000,DALLAS,2148232477,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
28655,HIGHLAND FOOD STORE,1406 GREENVILLE AVE,DALLAS,TX,752067703,DALLAS,2148235717,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-1AM,6AM-12AM
32387,Lakewood Exxon,1701 Skillman St,Dallas,TX,752067949,DALLAS,2144592880,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
24586,FAST CHECK CASHING,111 CONTINENTAL AVE,DALLAS,TX,752070000,DALLAS,2147415615,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,CLOSED
14508,CLIFF'S C.C. STORE #14,318 S. HAMPTON ROAD,DALLAS,TX,752080000,DALLAS,2149464044,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,8AM-9PM,9AM-6PM,11AM-6PM
14521,ELROD'S COST PLUS #2A,2025 FT. WORTH AVE.,DALLAS,TX,752080000,DALLAS,2149421104,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
14593,JERRY'S SUPERMARKET #3,532 W JEFFERSON,DALLAS,TX,752080000,DALLAS,2149418110,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-5PM
14639,ELROD'S COST PLUS #2B,2025 FT. WORTH AVE.,DALLAS,TX,752080000,DALLAS,2149421104,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM
14752,FIESTA MART #29A,611 W JEFFERSON,DALLAS,TX,752080000,DALLAS,12149443300,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
14824,FIESTA MART #29B,611 W JEFFERSON,DALLAS,TX,752080000,DALLAS,12149443300,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
18000,JERRY'S SUPERMARKET #3B,532 W JEFFERSON,DALLAS,TX,752080000,DALLAS,2149418110,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-5PM
20998,CLIFF'S C.C. STORE #22,401 W. JEFFERSON BLVD.,DALLAS,TX,752080000,DALLAS,2149460100,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,8AM-10PM,9AM-7PM,11AM-6PM
25075,HAMPTON CHECK CASHING,1015 S HAMPTON RD,DALLAS,TX,752080000,DALLAS,2149431000,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-7PM
30746,SHOP N GO #12,607 S TYLER ST,DALLAS,TX,752080000,DALLAS,4693050495,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM,8AM-12AM
31328,TOBACCO ZONE,2017 W DAVIS ST,DALLAS,TX,752080000,DALLAS,9728034454,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
27857,STOP & SHOP #2,5328 LEMMON AVE,DALLAS,TX,752090000,DALLAS,12144430447,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,9AM-9PM,11AM-9PM
27103,CLIFF`S C.C. STORE #30,4627 S 2ND AVE,DALLAS,TX,752100000,DALLAS,2144211900,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,8AM-8PM,10AM-6PM,CLOSED
27654,GATEWAY 30,3305 GRAND AVE,DALLAS,TX,752102329,DALLAS,2144284730,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
30390,ONE STOP FOOD STORE,5314 S 2ND AVE,DALLAS,TX,752100000,DALLAS,8177988989,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM,7AM-12AM
30801,FIESTA MART #212,3230 MLK BLVD,DALLAS,TX,752100000,DALLAS,2144212371,6AM-5PM,6AM-5PM,6AM-5PM,6AM-5PM,6AM-5PM,6AM-5PM,6AM-5PM
31773,FIRST STOP BEER & WINE,4847 SCYENE ROAD,DALLAS,TX,752100000,DALLAS,2144266369,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,10AM-10PM
32052,Uncle Lee Grocery,3839 Dixon Ave,Dallas,TX,752103122,DALLAS,2144266560,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-12PM,8AM-10PM
32786,CLIFF`S C.C. STORE #30,4627 S 2nd Ave,Dallas,TX,752102806,DALLAS,2144211900,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,8AM-8PM,9AM-6PM,CLOSED
13325,DAIRY WAY,2854 W. DAVIS,DALLAS,TX,752110000,DALLAS,12144670420,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-12AM,7AM-12AM,7AM-11PM
21172,CLIFF'S C.C. STORE #23,1050 N WESTMORELAND STE 1,DALLAS,TX,752110000,DALLAS,2143332326,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,11AM-6PM
21904,EL RIO GRANDE #3,2515 W JEFFERSON BLVD,DALLAS,TX,752110000,DALLAS,2148844444,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
22414,FIESTA MART #71A,3434 W. ILLINOIS,DALLAS,TX,752110000,DALLAS,12143313885,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
22484,DAIRY MART #1,3622 W. JEFFERSON BLVD,DALLAS,TX,752110000,DALLAS,2143396855,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,7AM-11PM
22596,FIESTA MART #71B,3434 W. ILLINOIS,DALLAS,TX,752110000,DALLAS,12143313885,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM
25682,COCKRELL HILL TEXACO,4201 W JEFFERSON BLVD,COCKRELL HILL,TX,752110000,DALLAS,2143339200,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM
28266,FUEL STOP,5816 KEENELAND PKWY,DALLAS,TX,752116958,DALLAS,2143301232,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
29702,DALLAS STAR FOOD MART,865 S WALTON WALKER BLVD,DALLAS,TX,752110000,DALLAS,2143316420,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM,6AM-11PM
31254,EZSTOP#10,3006 DUNCANVILLE RD,DALLAS,TX,752110000,DALLAS,2146230770,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
31468,SAVER'S COST PLUS #5250,1610 S WESTMORELAND RD,DALLAS,TX,752110000,DALLAS,2143370808,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM,8AM-9PM
31880,DAVIS FOOD MART,4919 W DAVIS ST STE 150,DALLAS,TX,752110000,DALLAS,4695471230,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM,8AM-11PM
9218,PEPE'S GROCERY & DELI,4819 BERNAL DR.,DALLAS,TX,752120000,DALLAS,12146312512,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-12AM,7AM-12AM,7AM-11PM
14594,JERRY'S SUPERMARKET #1,1719 SINGLETON,DALLAS,TX,752120000,DALLAS,2147477124,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,9AM-8PM,8AM-4PM
18002,JERRY'S SUPERMARKET #1B,1719 SINGLETON,DALLAS,TX,752120000,DALLAS,2147477124,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-7PM,9AM-2PM
27858,SUNNY FOOD MART,353 SINGLETON BLVD,DALLAS,TX,752120000,DALLAS,2145719251,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
28267,MR FOOD MART,4131 N WESTMORELAND RD,DALLAS,TX,752121355,DALLAS,2146380000,7AM-11PM,7AM-11PM,7AM-11PM,7AM-11PM,7AM-12AM,7AM-1AM,8AM-11PM
30557,SPEEDY BEER & WINE #2,3232 SYLVAN AVE,DALLAS,TX,752124029,DALLAS,12147490041,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
32020,Sylvan Alliance Incorpora,3322 Sylvan Ave,Dallas,TX,752122837,DALLAS,4698353370,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM,6AM-12AM
32283,Foodland #1,4639 Singleton Blvd,Dallas,TX,752123442,DALLAS,2146376123,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM
28593,LION BEVERAGE MART,7272 GASTON AVE,DALLAS,TX,752140000,DALLAS,2143245720,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM
30951,DEES WAY GROCERY,112 N COLLET AVE,DALLAS,TX,752140000,DALLAS,2148268110,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
24400,CLIFF'S C.C. STORE #18,2310 MARTIN LUTHER KING,DALLAS,TX,752150000,DALLAS,2144212600,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
27386,CLIFF'S C.C. STORE #18,2310 MARTIN LUTHER KING,DALLAS,TX,752150000,DALLAS,2144212600,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
30093,NEIGHBORHOOD STORE,3415 MALCLM X BLVD,DALLAS,TX,752150000,DALLAS,2144265242,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS,24HRS
